Movie,Year,Score,Adjusted Score,Director,Cast,Consensus,Box Office Collection,Imdb_genre,IMDB Rating,metascore,time_minute,Votes,IMDB Rating Scaled
The Raid: Redemption,2011,87,93.412,Gareth Huw Evans,"Iko Uwais, Joe Taslim, Doni Alamsyah, Yayan Ruhian","A rookie member of an elite team of commandos, Rama (Iko Uwais) is instructed to hang back while his comrades-in-arms...",69679794.5,Thriller,76.0,73.0,101.0,201921.0,760.0
Aliens,1986,97,104.618,James Cameron,"Sigourney Weaver, Carrie Henn, Michael Biehn, Paul Reiser","After floating in space for 57 years, Lt. Ripley's (Sigourney Weaver) shuttle is found by a deep space salvage team....",183300764.0,Sci-Fi,84.0,84.0,137.0,699565.0,840.0
The Matrix,1999,88,93.927,Andy Wachowski,"Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving","Neo (Keanu Reeves) believes that Morpheus (Laurence Fishburne), an elusive figure considered to be the most dangerous man alive, can...",465974198.0,Sci-Fi,87.0,73.0,136.0,1858656.0,870.0
Terminator 2: Judgment Day,1991,93,98.106,James Cameron,"Arnold Schwarzenegger, Linda Hamilton, Edward Furlong, Robert Patrick","In this sequel set eleven years after ""The Terminator,"" young John Connor (Edward Furlong), the key to civilization's victory over...",515390883.0,Sci-Fi,86.0,75.0,137.0,1068128.0,860.0
Die Hard,1988,94,99.857,John McTiernan,"Bruce Willis, Alan Rickman, Bonnie Bedelia, Reginald VelJohnson",New York City policeman John McClane (Bruce Willis) is visiting his estranged wife (Bonnie Bedelia) and two daughters on Christmas...,139434346.0,Thriller,82.0,72.0,132.0,857240.0,820.0
Mad Max: Fury Road,2015,97,114.924,George Miller,"Tom Hardy, Charlize Theron, Nicholas Hoult, Hugh Keays-Byrne","Years after the collapse of civilization, the tyrannical Immortan Joe enslaves apocalypse survivors inside the desert fortress the Citadel. When...",367457874.0,Sci-Fi,81.0,90.0,120.0,969134.0,810.0
A Nightmare on Elm Street 3: Dream Warriors,1987,71,73.376,Chuck Russell,"Heather Langenkamp, Patricia Arquette, Craig Wasson, Larry Fishburne","During a hallucinatory incident, young Kristen Parker (Patricia Arquette) has her wrists slashed by dream-stalking monster Freddy Krueger (Robert Englund)....",69679794.5,Horror,66.0,49.0,96.0,79500.0,660.0
Phenomena,1985,76,75.174,Dario Argento,"Jennifer Connelly, Donald Pleasence, Dalila Di Lazzaro, Fausta Avelli",An American (Jennifer Connelly) at a Swiss finishing school calls on insects to help a paralyzed scientist (Donald Pleasence) fight...,69679794.5,Horror,67.0,57.0,116.0,26178.0,670.0
Bram Stoker's Dracula,1992,76,80.042,Francis Ford Coppola,"Gary Oldman, Winona Ryder, Anthony Hopkins, Keanu Reeves",Adaptation of Bram Stoker's classic vampire novel. Gary Oldman plays Dracula whose lonely soul is determined to reunite with his...,215862692.0,Drama,74.0,57.0,128.0,212301.0,740.0
Hellraiser,1987,72,75.403,Clive Barker,"Andrew Robinson, Clare Higgins, Ashley Laurence, Sean Chapman",Sexual deviant Frank (Sean Chapman) inadvertently opens a portal to hell when he tinkers with a box he bought while...,14575148.0,Horror,69.0,57.0,94.0,117645.0,690.0
Open Water,2003,71,78.239,Chris Kentis,"Blanchard Ryan, Daniel Travis, Saul Stein, Estelle Lau",Daniel (Daniel Travis) and Susan (Blanchard Ryan) embark on a tropical vacation with their scuba-diving certifications in tow. During a...,55518641.0,Horror,58.0,63.0,79.0,53460.0,580.0
The Mist,2007,72,77.41,Frank Darabont,"Thomas Jane, Marcia Gay Harden, Laurie Holden, Andre Braugher","After a powerful storm damages their Maine home, David Drayton (Thomas Jane) and his young son head into town to...",57189408.0,Drama,54.0,70.0,42.0,24611.0,540.0
The Ring,2002,71,77.093,Gore Verbinski,"Naomi Watts, Martin Henderson, David Dorfman, Brian Cox",It sounds like just another urban legend -- a videotape filled with nightmarish images leads to a phone call foretelling...,248218486.0,Horror,71.0,57.0,115.0,342341.0,710.0
Phantasm,1979,74,76.524,Don Coscarelli,"Michael Baldwin, Bill Thornbury, Reggie Bannister, Kathy Lester","The residents of a small town have begun dying under strange circumstances, leading young Mike (Michael Baldwin) to investigate. After...",69679794.5,Horror,66.0,72.0,89.0,36398.0,660.0
Frailty,2002,75,79.08,Bill Paxton,"Bill Paxton, Matthew McConaughey, Powers Boothe, Matt O'Leary","Set in present day Texas, ""Frailty"" centers on the FBI's search for a serial killer who calls himself ""God's Hands.""...",19947280.0,Drama,72.0,64.0,100.0,83153.0,720.0
Dog Soldiers,2002,80,80.989,Neil Marshall,"Sean Pertwee, Kevin McKidd, Emma Cleasby, Liam Cunningham","During a routine nighttime training mission in the Scottish Highlands, a small squad of British soldiers expected to rendezvous with...",58104.0,Horror,68.0,70.0,105.0,59413.0,680.0
Basket Case,1982,76,76.206,Frank Henenlotter,"Kevin Van Hentenryck, Terri Susan Smith, Beverly Bonner",Duane (Kevin Van Hentenryck) checks into a sleazy hotel with a wicker basket containing his telepathic Siamese twin....,69679794.5,Comedy,61.0,77.0,91.0,18771.0,610.0
Eden Lake,2008,80,80.425,James Watkins,"Finn Atkins, Michael Fassbender, James Gandhi, Thomas Gill","During a romantic weekend getaway, a young couple confronts a gang of youths, and suffers brutal consequences....",4294373.0,Horror,67.0,65.0,91.0,83608.0,670.0
Candyman,1992,78,84.601,Bernard Rose,"Virginia Madsen, Tony Todd, Xander Berkeley, Kasi Lemmons",Skeptical graduate student Helen Lyle (Virginia Madsen) befriends Anne-Marie McCoy (Vanessa Williams) while researching superstitions in a housing project on...,77395789.0,Horror,59.0,72.0,91.0,54606.0,590.0
Oculus,2013,75,80.527,Mike Flanagan,"Karen Gillan, Brenton Thwaites, Katee Sackhoff, Rory Cochrane","Haunted by the violent demise of their parents 10 years earlier, adult siblings Kaylie (Karen Gillan) and Tim (Brenton Thwaites)...",44115496.0,Horror,65.0,61.0,104.0,126737.0,650.0
Land of the Dead,2005,74,81.683,George Romero,"Simon Baker, John Alberto Leguizamo, Asia Argento, Robert Joy","In a world where zombies form the majority of the population, the remaining humans build a feudal society away from...",69679794.5,Sci-Fi,62.0,71.0,93.0,96079.0,620.0
Night of the Comet,1984,79,78.641,Thom Eberhardt,"Catherine Mary Stewart, Kelli Maroney, Robert Beltran, Geoffrey Lewis","After a rare comet sighting, teen sisters Regina (Catherine Mary Stewart) and Samantha (Kelli Maroney) find that they're among the...",14600000.0,Comedy,63.0,59.0,95.0,20753.0,630.0
Trick 'r Treat,2007,84,84.521,Michael Dougherty,"Anna Paquin, Brian Cox, Dylan Baker, Leslie Bibb","Interwoven stories demonstrate that some traditions are best not forgotten as the residents (Anna Paquin, Brian Cox, Dylan Baker) of...",69679794.5,Comedy,67.0,70.0,82.0,90386.0,670.0
The Lost Boys,1987,75,80.131,Joel Schumacher,"Jason Patric, Corey Haim, Dianne Wiest, Barnard Hughes",Teenage brothers Michael (Jason Patric) and Sam (Corey Haim) move with their mother (Dianne Wiest) to a small town in...,32396366.0,Comedy,72.0,63.0,97.0,138644.0,720.0
The Lodge,2019,74,86.423,Veronika Franz,"Riley Keough, Jaeden Lieberher, Lia McHugh, Richard Armitage","During a family retreat to a remote winter cabin over the holidays, the father is forced to abruptly depart for...",3090713.0,Drama,60.0,64.0,108.0,44750.0,600.0
Southbound,2015,81,83.619,Roxanne Benjamin,"Chad Villella, Matt Bettinelli-Olpin, Kristina Pesic, Fabianne Therese","Interlocking tales of highway terror revolve around malevolent spirits at a truck stop, a mysterious traveler, a car accident and...",224743.0,Horror,59.0,58.0,89.0,19181.0,590.0
Lights Out,2016,75,85.427,David F. Sandberg,"Teresa Palmer, Gabriel Bateman, Alexander DiPersia, Billy Burke","When Rebecca (Teresa Palmer) left home, she thought that her childhood fears were behind her. As a young girl growing...",148806510.0,Horror,63.0,58.0,81.0,126404.0,630.0
The Platform,2019,79,84.204,Galder Gaztelu-Urrutia,"Emilio Buale, Zorion Eguileor, Alexandra Masangkay, Ivan Massagué","In the future, prisoners housed in vertical cells watch as inmates in the upper cells are fed while those below...",69679794.5,Horror,70.0,73.0,94.0,208101.0,700.0
The Brood,1979,84,85.467,David Cronenberg,"Oliver Reed, Samantha Eggar, Art Hindle, Henry Beckman",A mad doctor (Oliver Reed) tries psychoplasmic therapy on a raging woman (Samantha Eggar) soon to be a mother....,69679794.5,Horror,68.0,63.0,92.0,29508.0,680.0
The Cat o' Nine Tails,1971,82,82.592,Dario Argento,"Karl Malden, James Franciscus, Catherine Spaak, Cinzia De Carolis",A newsman (James Franciscus) works with a blind puzzle-solver (Karl Malden) to catch a killer with mixed-up chromosomes....,69679794.5,Horror,66.0,63.0,112.0,11464.0,660.0
Mute Witness,1995,83,83.009,Anthony Waller,"Mary Sudina, Fay Ripley, Evan Richards, Oleg Yankovsky","Billy (Mary Sudina) is mute, but it hasn't kept her from becoming a successful makeup artist. While in Russia, working...",1125910.0,Horror,67.0,70.0,95.0,5729.0,670.0
You're Next,2011,79,84.467,Adam Wingard,"Sharni Vinson, Nicholas Tucci, Wendy Glenn, A.J. Bowen","The Davisons, an upper-class family, are extremely wealthy -- but also estranged. In an attempt to mend their broken family...",26887177.0,Horror,65.0,66.0,95.0,97259.0,650.0
Videodrome,1983,79,82.207,David Cronenberg,"James Woods, Deborah Harry, Sonja Smits, Peter Dvorsky","As the president of a trashy TV channel, Max Renn (James Woods) is desperate for new programming to attract viewers....",2120439.0,Horror,72.0,60.0,87.0,91005.0,720.0
Thirst,2009,80,84.464,Park Chan-wook,"Song Kang-ho, Kim Ok-bin, Shin Ha-kyun, Kim Hae-sook","Sang-hyun (Song Kang-ho), a respected priest, volunteers for an experimental procedure that may lead to a cure for a deadly...",13468951.0,Drama,71.0,73.0,134.0,46126.0,710.0
Audition,1999,82,84.963,Takashi Miike,"Ryo Ishibashi, Eihi Shiina, Jun Kunimura, Miyuki Matsuda","This disturbing Japanese thriller follows Aoyama (Ryo Ishibashi), a widower who decides to start dating again. Aided by a film-producer...",69679794.5,Drama,71.0,69.0,115.0,79767.0,710.0
Dead Ringers,1988,83,85.407,David Cronenberg,"Jeremy Irons, Geneviève Bujold, Heidi von Palleske, Barbara Gordon","Elliot (Jeremy Irons), a successful gynecologist, works at the same practice as his identical twin, Beverly (also Irons). Elliot is...",9134733.0,Drama,72.0,86.0,116.0,46086.0,720.0
Scream 2,1997,81,85.646,Wes Craven,"David Arquette, Neve Campbell, Courteney Cox, Sarah Michelle Gellar","Sydney (Neve Campbell) and tabloid reporter Gale Weathers (Courteney Cox) survived the events of the first ""Scream,"" but their nightmare...",172363301.0,Horror,63.0,63.0,120.0,179037.0,630.0
1408,2007,79,86.704,Mikael Hafstrom,"John Cusack, Samuel L. Jackson, Mary McCormack, Jasmine Jessica Anthony",Mike Enslin (John Cusack) is a successful author who enjoys worldwide acclaim debunking supernatural phenomena -- before he checks into...,131263370.0,Horror,68.0,64.0,104.0,268913.0,680.0
A Tale of Two Sisters,2003,85,86.943,Kim Jee-woon,"Yum Jung-ah, Kim Kap-soo, Moon Geun-young, Im Soo-jung","After being institutionalized in a mental hospital, Korean teen Su-mi (Yum Jung-ah) reunites with her beloved sister, Su-yeon (Im Soo-jung),...",91055.0,Drama,71.0,65.0,114.0,61401.0,710.0
Ouija: Origin of Evil,2016,83,89.604,Mike Flanagan,"Elizabeth Reaser, Annalise Basso, Lulu Wilson, Henry Thomas","In 1967 Los Angeles, widowed mother Alice Zander (Elizabeth Reaser) unwittingly invites authentic evil into her home by adding a...",81831866.0,Drama,62.0,65.0,99.0,62550.0,620.0
Pontypool,2008,84,87.18,Bruce McDonald,"Stephen McHattie, Lisa Houle, Georgina Reilly, Hrant Alianak","When disc jockey Grant Mazzy (Stephen McHattie) reports to his basement radio station in the Canadian town of Pontypool, he...",69679794.5,Horror,65.0,54.0,93.0,31857.0,650.0
The Shallows,2016,78,91.021,Jaume Collet-Serra,"Blake Lively, Óscar Jaenada, Brett Cullen, Sedona Legge","Still reeling from the loss of her mother, medical student Nancy Adams (Blake Lively) travels to a secluded beach for...",118763442.0,Drama,63.0,59.0,86.0,130329.0,630.0
Shadow of the Vampire,2000,81,85.962,E. Elias Merhige,"John Malkovich, Willem Dafoe, Cary Elwes, John Aden Gillett","F. W. Murnau (John Malkovich) is struggling to create his silent classic ""Nosferatu"" on location in Eastern Europe. The director...",8279017.0,Horror,69.0,71.0,92.0,41792.0,690.0
The House of the Devil,2009,85,88.582,Ti West,"Jocelin Donahue, Tom Noonan, Mary Woronov, Greta Gerwig","Desperate to make some money so she can move into a new apartment, college student Samantha Hughes (Jocelin Donahue) takes...",102812.0,Horror,63.0,73.0,95.0,45422.0,630.0
The Others,2001,84,89.563,Alejandro Amenábar,"Nicole Kidman, Christopher Eccleston, Alakina Mann, James Bentley","Grace (Nicole Kidman), the devoutly religious mother of Anne (Alakina Mann) and Nicholas (James Bentley), moves her family to the...",207765056.0,Horror,76.0,74.0,104.0,359174.0,760.0
Tremors,1990,87,88.713,Ron Underwood,"Kevin Bacon, Fred Ward, Finn Carter, Michael Gross",Repairmen Val McKee (Kevin Bacon) and Earl Bassett (Fred Ward) are tired of their dull lives in the small desert...,16667084.0,Comedy,71.0,65.0,96.0,135022.0,710.0
Creep,2014,90,90.42,Patrick Brice,"Mark Duplass, Patrick Brice",Aaron answers an online ad and drives to a stranger's house to film him for the day. The man wants...,69679794.5,Horror,63.0,74.0,77.0,52497.0,630.0
Carnival of Souls,1962,86,86.587,Herk Harvey,"Candace Hilligoss, Frances Feist, Sidney Berger, Stan Levitt",Mary Henry (Candace Hilligoss) ends up the sole survivor of a fatal car accident through mysterious circumstances. Trying to put...,69679794.5,Horror,71.0,70.0,78.0,24115.0,710.0
Paranormal Activity,2007,83,91.835,Oren Peli,"Katie Featherston, Micah Sloat, Amber Armstrong, Mark Fredrichs","Soon after moving into a suburban tract home, Katie (Katie Featherston) and Micah (Micah Sloat) become increasingly disturbed by what...",194183034.0,Horror,63.0,68.0,86.0,235141.0,630.0
The Conjuring 2,2016,80,95.412,James Wan,"Patrick Wilson, Vera Farmiga, Madison Wolfe, Frances O'Connor","In 1977, paranormal investigators Ed (Patrick Wilson) and Lorraine Warren come out of a self-imposed sabbatical to travel to Enfield,...",69679794.5,Horror,73.0,65.0,134.0,260837.0,730.0
Ginger Snaps,2000,89,90.441,John Fawcett,"Emily Perkins, Katharine Isabelle, Kris Lemche, Mimi Rogers","The story of two outcast sisters, Ginger (Katharine Isabelle) and Brigitte (Emily Perkins), in the mindless suburban town of Bailey...",572781.0,Drama,68.0,70.0,108.0,46497.0,680.0
Goodnight Mommy,2014,85,90.782,Veronika Franz,"Susanne Wuest, Elias Schwarz, Lukas Schwarz, Hans Escher","Twin boys who do everything together, from collecting beetles to feeding stray cats, welcome their mother home after her reconstructive...",69679794.5,Horror,67.0,81.0,99.0,51014.0,670.0
Sisters,1973,87,89.036,Brian De Palma,"Margot Kidder, Jennifer Salt, Charles Durning, William Finley","Inquisitive journalist Grace Collier (Jennifer Salt) is horrified when she witnesses her neighbor, fashion model Danielle Breton (Margot Kidder), violently...",106030660.0,Comedy,60.0,58.0,118.0,66300.0,600.0
Cargo,2017,88,91.941,Ben Howling,"Martin Freeman, Anthony Hayes, Susie Porter, Simone Landers","Stranded in rural Australia in the aftermath of a violent pandemic, an infected father desperately searches for a new home...",313230.0,Drama,63.0,65.0,105.0,42799.0,630.0
Slither,2006,87,91.892,James Gunn,"Nathan Fillion, Elizabeth Banks, Michael Rooker, Gregg Henry",Wheelsy is a small town where not much happens and everyone minds his own business. No one notices when evil...,12930343.0,Comedy,65.0,69.0,95.0,81129.0,650.0
House on Haunted Hill,1959,89,89.884,William Castle,"Vincent Price, Carol Ohmart, Richard Long, Alan Marshal","Rich oddball Frederick Loren (Vincent Price) has a proposal for five guests at a possibly haunted mansion: Show up, survive...",65090541.0,Horror,56.0,28.0,93.0,56356.0,560.0
Poltergeist,1982,87,91.401,Tobe Hooper,"Craig T. Nelson, JoBeth Williams, Beatrice Straight, Dominique Dunne","Strange and creepy happenings beset an average California family, the Freelings -- Steve (Craig T. Nelson), Diane (JoBeth Williams), teenaged...",121706019.0,Horror,73.0,79.0,114.0,158419.0,730.0
The Thing,1982,83,88.168,John Carpenter,"Kurt Russell, A. Wilford Brimley, T.K. Carter, Richard Dysart","In remote Antarctica, a group of American research scientists are disturbed at their base camp by a helicopter shooting at...",27573078.0,Horror,82.0,57.0,109.0,409454.0,820.0
Dead Alive,1992,89,91.184,Peter Jackson,"Timothy Balme, Diana Peñalver, Elizabeth Moody, Ian Watkin","Overprotective mother Vera Cosgrove (Elizabeth Moody), spying on her grown son, Lionel (Timothy Balme), as he visits the zoo with...",242623.0,Comedy,75.0,54.0,104.0,96366.0,750.0
Freaks,2018,88,92.559,Adam Stein,"Emile Hirsch, Bruce Dern, Lexy Kolker, Amanda Crew","Kept locked inside the house by her father, 7-year-old Chloe lives in fear and fascination of the outside world. It's...",350122.0,Drama,67.0,63.0,105.0,34150.0,670.0
The Tenant,1976,88,89.605,Roman Polanski,"Roman Polanski, Isabelle Adjani, Melvyn Douglas, Shelley Winters","In Paris, isolated Eastern European émigré Trelkovsky (Roman Polanski) rents an apartment in a spooky old building whose inhabitants regard...",69679794.5,Thriller,76.0,71.0,126.0,43387.0,760.0
The Descent,2005,86,94.091,Neil Marshall,"Shauna Macdonald, Natalie Mendoza, Alex Reid, Saskia Mulder","A year after a severe emotional trauma, Sarah (Shauna Macdonald) goes to North Carolina to spend some time exploring caves...",57051053.0,Horror,72.0,71.0,99.0,218919.0,720.0
